vote_average,Film,release_date,id,original_language,original_title,popularity,poster_path,video
6.3,Dracula Untold,10/1/2014,49017,en,Dracula Untold,37.348,/m5h3NtZ2ZfryIHl1MvatmANvIqQ.jpg,FALSE
6.3,Tomb Raider,3/5/2018,338970,en,Tomb Raider,24.086,/ePyN2nX9t8SOl70eRW47Q29zUFO.jpg,FALSE
6.2,Justice League,11/15/2017,141052,en,Justice League,55.098,/eifGNCSDuxJeS1loAXil5bIGgvC.jpg,FALSE
6.2,Tomorrowland,5/19/2015,158852,en,Tomorrowland,24.404,/jNB2zXgLG8D98X1kYwERVlrW3Oa.jpg,FALSE
6.2,The World Is Not Enough,11/17/1999,36643,en,The World Is Not Enough,23.619,/bc1MIdWr8Y9RsfD9Qq7932prh5v.jpg,FALSE
6.2,The Incredible Hulk,6/12/2008,1724,en,The Incredible Hulk,26.114,/vcFeElC8eXI668WSIxcDNkJSBxv.jpg,FALSE
6.2,Spider-Man 3,5/1/2007,559,en,Spider-Man 3,23.793,/sqZKCRYGovZ8aN99VVJSdL8Ja9k.jpg,FALSE
6.2,Fantasy Island,2/12/2020,539537,en,Fantasy Island,36.133,/8ZMrZGGW65ePWIgRn1260nA1uUm.jpg,FALSE
6.2,Color Out of Space,1/24/2020,548473,en,Color Out of Space,23.898,/vkwgzCBBiY3C1XEy0WakYfMOvnG.jpg,FALSE
6.2,True History of the Kelly Gang,1/9/2020,501395,en,True History of the Kelly Gang,32.748,/uZF4BZe45icLx7XVFUFnmLEemNm.jpg,FALSE
6.2,Taken 3,12/16/2014,260346,en,Taken 3,27.741,/4TOCAmmcqmLKP31mKYVIiJTje0S.jpg,FALSE
6.2,Jason Bourne,7/27/2016,324668,en,Jason Bourne,27.395,/xA7N41glw17MBQtcWSm2eBlBRuG.jpg,FALSE
6.2,Code 8,12/6/2019,461130,en,Code 8,25.678,/izGX7npHEopDQvngYcxMJEfcFbj.jpg,FALSE
6.2,Rambo: Last Blood,9/19/2019,522938,en,Rambo: Last Blood,26.519,/kTQ3J8oTTKofAVLYnds2cHUz9KO.jpg,FALSE
6.2,Night at the Museum: Secret of the Tomb,12/17/2014,181533,en,Night at the Museum: Secret of the Tomb,26.291,/ipZlg4EVo4kj2TjiR0hfSYdEzbd.jpg,FALSE
6.2,Days of Thunder,6/27/1990,2119,en,Days of Thunder,24.513,/2xfP227oLToQjBCUg3FI18pWh3G.jpg,FALSE
6.1,Twilight,11/20/2008,8966,en,Twilight,28.391,/3Rr0cXFjJ7GVvtaQKmFSMXHG9yr.jpg,FALSE
6.1,San Andreas,5/27/2015,254128,en,San Andreas,25.705,/2Gfjn962aaFSD6eST6QU3oLDZTo.jpg,FALSE
6.1,The Expendables,8/3/2010,27578,en,The Expendables,26.807,/8tb3x0rYBGkgOTh1dCXPpmikp1V.jpg,FALSE
6.1,Jack Ryan: Shadow Recruit,1/15/2014,137094,en,Jack Ryan: Shadow Recruit,26.548,/m7HcLUodrD4lM4s0Hui1tzO2pjO.jpg,FALSE
6.1,The Wrong Missy,5/13/2020,582596,en,The Wrong Missy,92.566,/A2YlIrzypvhS3vTFMcDkG3xLvac.jpg,FALSE
6,Ad Astra,9/17/2019,419704,en,Ad Astra,635.993,/xBHvZcjRiWyobQ9kxBhO6B2dtRI.jpg,FALSE
6,Transformers: The Last Knight,6/16/2017,335988,en,Transformers: The Last Knight,23.576,/s5HQf2Gb3lIO2cRcFwNL9sn1o1o.jpg,FALSE
6,Dark Phoenix,6/5/2019,320288,en,Dark Phoenix,43.881,/cCTJPelKGLhALq3r51A9uMonxKj.jpg,FALSE
6,The Meg,8/9/2018,345940,en,The Meg,25.175,/xqECHNvzbDL5I3iiOVUkVPJMSbc.jpg,FALSE
6,Ghost in the Shell,3/29/2017,315837,en,Ghost in the Shell,25.25,/myRzRzCxdfUWjkJWgpHHZ1oGkJd.jpg,FALSE
6,Men in Black: International,6/12/2019,479455,en,Men in Black: International,25.501,/dPrUPFcgLfNbmDL8V69vcrTyEfb.jpg,FALSE
6,Alien Resurrection,11/12/1997,8078,en,Alien Resurrection,28.987,/rKieU3TLipKPmC4yXmsiHBRLnMG.jpg,FALSE
6,Death Wish,3/2/2018,395990,en,Death Wish,28.549,/g0eEEZAqMf98ULQnoiORuazjOpn.jpg,FALSE
5.9,Pacific Rim: Uprising,3/21/2018,268896,en,Pacific Rim: Uprising,28.538,/v5HlmJK9bdeHxN2QhaFP1ivjX3U.jpg,FALSE
5.9,Ice Age: Collision Course,6/23/2016,278154,en,Ice Age: Collision Course,23.603,/1VCRVaBObV3ZLDuuYQHCs87NBmi.jpg,FALSE
5.9,Terminator Genisys,6/23/2015,87101,en,Terminator Genisys,38.764,/oZRVDpNtmHk8M1VYy1aeOWUXgbC.jpg,FALSE
5.9,Lying and Stealing,7/12/2019,509874,en,Lying and Stealing,28.902,/1kghaV5pWdrv9MDusDlizYTPFAc.jpg,FALSE
5.9,Teenage Mutant Ninja Turtles,8/7/2014,98566,en,Teenage Mutant Ninja Turtles,35.852,/c1E7q1SqNQjWEFdjaNfcdQhM5ou.jpg,FALSE
5.9,Alien: Covenant,5/9/2017,126889,en,Alien: Covenant,33.019,/zecMELPbU5YMQpC81Z8ImaaXuf9.jpg,FALSE
5.8,Love Wedding Repeat,4/10/2020,624808,en,Love Wedding Repeat,38.278,/zn7feouGPU8sELez4qvpp0EtgeQ.jpg,FALSE
5.8,Vivarium,7/12/2019,458305,en,Vivarium,35.441,/myf3qzpeN0JbuFRPwSpJcz7rmAT.jpg,FALSE
5.8,The Turning,1/23/2020,492611,en,The Turning,24.709,/uiMHiHp9eAjJty8rddoUnL9G5fU.jpg,FALSE
5.8,The Night Clerk,2/19/2020,526007,en,The Night Clerk,43.663,/hPWjid7yMatyIDHvku7lCMN7zSi.jpg,FALSE
5.8,Batman v Superman: Dawn of Justice,3/23/2016,209112,en,Batman v Superman: Dawn of Justice,31.797,/5UsK3grJvtQrtzEgqNlDljJW96w.jpg,FALSE
5.8,How to Build a Girl,5/8/2020,572299,en,How to Build a Girl,24.488,/zqD8bMeNIKJLp0SSkh9gmkusO4X.jpg,FALSE
5.8,Clash of the Titans,4/1/2010,18823,en,Clash of the Titans,25.091,/nzaolaRSo8ZIGjxnX89PEnpROae.jpg,FALSE
5.7,Battleship,4/11/2012,44833,en,Battleship,33.681,/9b0Im7SfedHiajTwzSL9zGyBI7M.jpg,FALSE
5.7,Proximity,5/15/2020,693158,en,Proximity,26.275,/yYio7FY9fDsH2DF9utAbK0J94Lc.jpg,FALSE
5.7,The Grudge,1/2/2020,465086,en,The Grudge,26.072,/vN7JHlHOT9rHNDU27tfYqhABBj5.jpg,FALSE
5.6,The Rhythm Section,1/31/2020,466622,en,The Rhythm Section,25.78,/spTr0VYyRtl36Lkk6nCnnbFXhus.jpg,FALSE
5.5,Cold Pursuit,2/7/2019,438650,en,Cold Pursuit,27.039,/hXgmWPd1SuujRZ4QnKLzrj79PAw.jpg,FALSE
5.5,Wild Card,1/14/2015,265208,en,Wild Card,32.318,/zN80Tlly8oMpKbVJv2TfRIj8dHG.jpg,FALSE
5.4,Capone,5/12/2020,429422,en,Capone,52.219,/75gDv38UgRtAukSxNXcjatyQmEa.jpg,FALSE
5.2,Jocks,11/14/1986,67693,en,Jocks,41.787,/tgjpxqrugdbnADyKGvo65kySaBL.jpg,FALSE
5.1,Independence Day: Resurgence,6/22/2016,47933,en,Independence Day: Resurgence,25.76,/jzpvh0Ic7jL9GX4NLE1Tx2GUCrN.jpg,FALSE
4.8,Broil,5/20/2020,669770,en,Broil,25.164,/fcNbQWAb9DVsL9U9dX4TYi3Ci9L.jpg,FALSE
4.6,Blood and Money,5/15/2020,691812,en,Allagash,36.163,/st4n0FALlo0twLkSqxAvU15SKvU.jpg,FALSE
4.4,Cats,12/19/2019,536869,en,Cats,30.468,/aCNch5FmzT2WaUcY44925owIZXY.jpg,FALSE
0,Kajillionaire,6/19/2020,541305,en,Kajillionaire,29.048,/vzIhsSq3WGtNcTIBUkQL2SflTaF.jpg,FALSE
0,Anita,12/31/2020,323144,en,Anita,23.738,,FALSE
0,Tenet,7/15/2020,577922,en,Tenet,32.584,/k68nPLbIST6NP96JmTxmZijEvCA.jpg,FALSE
0,Superintelligence,12/31/2020,521007,en,Superintelligence,25.867,,FALSE
