vote_average,title,release_date,id,original_language,original_title,popularity,poster_path,video
6.7,The Wretched,2019-07-10,605804,en,The Wretched,26.257,/RCEEHj36F9zVBYJUhLdkTCzMsC.jpg,False
6.7,Venom,2018-09-28,335983,en,Venom,26.038,/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,False
6.6,The Way Back,2020-03-05,529485,en,The Way Back,44.551,/ylPnfaphW3FrLBUVwAREVtiL9My.jpg,False
6.6,Solo: A Star Wars Story,2018-05-15,348350,en,Solo: A Star Wars Story,34.219,/4oD6VEccFkorEBTEDXtpLAaz0Rl.jpg,False
6.6,Inheritance,2020-05-15,602147,en,Inheritance,63.357,/l13mt3oHErSkkqJbN1bjzgtK0Vq.jpg,False
6.6,Valerian and the City of a Thousand Planets,2017-07-20,339964,en,Valerian and the City of a Thousand Planets,31.461,/jfIpMh79fGRqYJ6PwZLCntzgxlF.jpg,False
6.6,Thor: The Dark World,2013-10-29,76338,en,Thor: The Dark World,27.618,/54s3EKPVP4uIvKX4hj5X23ZbNYB.jpg,False
6.6,Bumblebee,2018-12-15,424783,en,Bumblebee,24.966,/fw02ONlDhrYjTSZV8XO6hhU3ds3.jpg,False
6.6,Charlie's Angels,2019-11-14,458897,en,Charlie's Angels,29.232,/1DPUFG6QnGqzpvEaDEv7TaepycM.jpg,False
6.6,Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-23,166426,en,Pirates of the Caribbean: Dead Men Tell No Tales,26.756,/xbpSDU3p7YUGlu9Mr6Egg2Vweto.jpg,False
6.6,Rio,2011-04-03,46195,en,Rio,24.276,/6qCgledQWttNg3EKpts8RYes74r.jpg,False
6.6,Survive the Night,2020-05-22,686245,en,Survive the Night,100.954,/niyXFhGIk4W2WTcX2Eod8vx2Mfe.jpg,False
6.6,Jurassic World,2015-06-06,135397,en,Jurassic World,28.016,/2c0ajTi8nvrsYl5Oi1lVi6F0kd2.jpg,False
6.6,Glass,2019-01-16,450465,en,Glass,27.769,/svIDTNUoajS8dLEo7EosxvyAsgJ.jpg,False
6.6,The Lovebirds,2020-05-22,576156,en,The Lovebirds,77.553,/5jdLnvALCpK1NkeQU1z4YvOe2dZ.jpg,False
6.6,Den of Thieves,2018-01-18,449443,en,Den of Thieves,28.946,/AfybH6GbGFw1F9bcETe2yu25mIE.jpg,False
6.5,Star Wars: Episode II - Attack of the Clones,2002-05-15,1894,en,Star Wars: Episode II - Attack of the Clones,25.714,/oZNPzxqM2s5DyVWab09NTQScDQt.jpg,False
6.5,Escape From Pretoria,2020-03-06,502425,en,Escape From Pretoria,29.406,/8GGS0jkFFCnmdStvZED6NL6V7gd.jpg,False
6.5,Jurassic World: Fallen Kingdom,2018-06-06,351286,en,Jurassic World: Fallen Kingdom,37.752,/c9XxwwhPHdaImA2f1WEfEsbhaFB.jpg,False
6.5,Star Wars: Episode I - The Phantom Menace,1999-05-19,1893,en,Star Wars: Episode I - The Phantom Menace,26.13,/6wkfovpn7Eq8dYNKaG5PY3q2oq6.jpg,False
6.5,The Amazing Spider-Man,2012-06-23,1930,en,The Amazing Spider-Man,27.173,/jIfkQNARYyERqRAq1p1c8xgePp4.jpg,False
6.5,It Follows,2015-02-04,270303,en,It Follows,27.877,/kdxZZ04HFh98ZZBiTZNWHMexsGZ.jpg,False
6.5,Man of Steel,2013-06-12,49521,en,Man of Steel,28.181,/7rIPjn5TUK04O25ZkMyHrGNPgLx.jpg,False
6.5,X-Men: Apocalypse,2016-05-18,246655,en,X-Men: Apocalypse,28.303,/2mtQwJKVKQrZgTz49Dizb25eOQQ.jpg,False
6.5,King Arthur: Legend of the Sword,2017-05-10,274857,en,King Arthur: Legend of the Sword,26.836,/gvSWdJN7peehxJYOugV9IwqiAFi.jpg,False
6.5,Terminator: Dark Fate,2019-10-23,290859,en,Terminator: Dark Fate,42.328,/i8QWXu6dGuTKKerJtnd0A4lUpbv.jpg,False
6.5,Contagion,2011-09-08,39538,en,Contagion,32.221,/qL0IooP0bjXy0KXl9KEyPo22ll0.jpg,False
6.5,Star Wars: The Rise of Skywalker,2019-12-18,181812,en,Star Wars: The Rise of Skywalker,89.691,/db32LaOibwEliAmSL2jjDF6oDdj.jpg,False
6.5,Crash,1996-07-17,884,en,Crash,35.891,/prJlxxMZ4bbvefnDU4H6dSL3Fub.jpg,False
6.5,Spectre,2015-10-26,206647,en,Spectre,27.453,/672kUEMtTHcaVYSVY4eiHEliHFa.jpg,False
6.4,Guns Akimbo,2019-09-09,457335,en,Guns Akimbo,29.286,/2kNnf7BwRCEm4bcFkdiE0T4U25s.jpg,False
6.4,Kong: Skull Island,2017-03-08,293167,en,Kong: Skull Island,25.57,/r2517Vz9EhDhj88qwbDVj8DCRZN.jpg,False
6.4,Life,2017-03-22,395992,en,Life,28.353,/pNM3ASsU1IrN0SgGOBldHQ53iSb.jpg,False
6.4,Run All Night,2015-03-11,241554,en,Run All Night,23.754,/frzdzHceByAIlwVKvSvY9zqpjyV.jpg,False
6.4,War of the Worlds,2005-06-28,74,en,War of the Worlds,32.852,/6Biy7R9LfumYshur3YKhpj56MpB.jpg,False
6.4,Hustlers,2019-09-12,540901,en,Hustlers,28.111,/zBhv8rsLOfpFW2M5b6wW78Uoojs.jpg,False
6.4,Brahms: The Boy II,2020-02-20,555974,en,Brahms: The Boy II,27.613,/tIpGQ9uuII7QVFF0GHCFTJFfXve.jpg,False
6.4,Underwater,2020-01-08,443791,en,Underwater,72.467,/gzlbb3yeVISpQ3REd3Ga1scWGTU.jpg,False
6.4,Gretel & Hansel,2020-01-30,542224,en,Gretel & Hansel,26.225,/mBBBXseq4k4dI63k06XIrsc02j8.jpg,False
6.4,The Postcard Killings,2020-03-13,449756,en,The Postcard Killings,27.129,/iPOHjGttfXfPsqhhv6x0fv5rU1H.jpg,False
6.4,The Room,2019-09-12,582913,en,The Room,26.479,/bWyQwZziHh1DK9F59eqahZD8Upc.jpg,False
6.4,Prometheus,2012-05-30,70981,en,Prometheus,24.599,/qsYQflQhOuhDpQ0W2aOcwqgDAeI.jpg,False
6.3,6 Underground,2019-12-13,509967,en,6 Underground,29.835,/lnWkyG3LLgbbrIEeyl5mK5VRFe4.jpg,False
6.3,Godzilla: King of the Monsters,2019-05-29,373571,en,Godzilla: King of the Monsters,33.677,/pU3bnutJU91u3b4IeRPQTOP8jhV.jpg,False
6.3,Rampage,2018-04-12,427641,en,Rampage,24.9,/MGADip4thVSErP34FAAfzFBTZ5.jpg,False
6.3,Due Date,2010-11-04,41733,en,Due Date,24.325,/sBxWS09pOOyXZ0dcnqfqqCAQGan.jpg,False
6.3,Angel Has Fallen,2019-08-21,423204,en,Angel Has Fallen,25.921,/fapXd3v9qTcNBTm39ZC4KUVQDNf.jpg,False
6.3,Gemini Man,2019-10-02,453405,en,Gemini Man,31.131,/uTALxjQU8e1lhmNjP9nnJ3t2pRU.jpg,False
6.3,Insurgent,2015-03-18,262500,en,Insurgent,30.759,/dP5Fb6YRfzmCQtRbHOr2kO7tJW9.jpg,False
6.3,A Walk Among the Tombstones,2014-09-18,169917,en,A Walk Among the Tombstones,25.583,/bQTHTZezSudf27mMQtedHf1XpgO.jpg,False
6.3,Annihilation,2018-02-22,300668,en,Annihilation,24.742,/d3qcpfNwbAMCNqWDHzPQsUYiUgS.jpg,False
6.3,Atomic Blonde,2017-07-26,341013,en,Atomic Blonde,24.031,/kV9R5h0Yct1kR8Hf8sJ1nX0Vz4x.jpg,False
6.3,Men in Black II,2002-07-03,608,en,Men in Black II,26.672,/enA22EPyzc2WQ1VVyY7zxresQQr.jpg,False
6.3,Warcraft,2016-05-25,68735,en,Warcraft,26.759,/k3a41SS1q5xmbvzPvzTIfG7GDlp.jpg,False
6.3,The Lodge,2019-01-25,474764,en,The Lodge,57.372,/yake2myhbW7c6dKbmwYDy1i40bm.jpg,False
6.3,X-Men: Production Scrapbook,2003-11-02,81946,en,X-Men: Production Scrapbook,26.866,,False
6.3,Dracula Untold,2014-10-01,49017,en,Dracula Untold,37.348,/m5h3NtZ2ZfryIHl1MvatmANvIqQ.jpg,False
6.3,Tomb Raider,2018-03-05,338970,en,Tomb Raider,24.086,/ePyN2nX9t8SOl70eRW47Q29zUFO.jpg,False
6.2,Justice League,2017-11-15,141052,en,Justice League,55.098,/eifGNCSDuxJeS1loAXil5bIGgvC.jpg,False
6.2,Tomorrowland,2015-05-19,158852,en,Tomorrowland,24.404,/jNB2zXgLG8D98X1kYwERVlrW3Oa.jpg,False
6.2,The World Is Not Enough,1999-11-17,36643,en,The World Is Not Enough,23.619,/bc1MIdWr8Y9RsfD9Qq7932prh5v.jpg,False
6.2,The Incredible Hulk,2008-06-12,1724,en,The Incredible Hulk,26.114,/vcFeElC8eXI668WSIxcDNkJSBxv.jpg,False
6.2,Spider-Man 3,2007-05-01,559,en,Spider-Man 3,23.793,/sqZKCRYGovZ8aN99VVJSdL8Ja9k.jpg,False
6.2,Fantasy Island,2020-02-12,539537,en,Fantasy Island,36.133,/8ZMrZGGW65ePWIgRn1260nA1uUm.jpg,False
6.2,Color Out of Space,2020-01-24,548473,en,Color Out of Space,23.898,/vkwgzCBBiY3C1XEy0WakYfMOvnG.jpg,False
6.2,True History of the Kelly Gang,2020-01-09,501395,en,True History of the Kelly Gang,32.748,/uZF4BZe45icLx7XVFUFnmLEemNm.jpg,False
6.2,Taken 3,2014-12-16,260346,en,Taken 3,27.741,/4TOCAmmcqmLKP31mKYVIiJTje0S.jpg,False
6.2,Jason Bourne,2016-07-27,324668,en,Jason Bourne,27.395,/xA7N41glw17MBQtcWSm2eBlBRuG.jpg,False
6.2,Code 8,2019-12-06,461130,en,Code 8,25.678,/izGX7npHEopDQvngYcxMJEfcFbj.jpg,False
6.2,Rambo: Last Blood,2019-09-19,522938,en,Rambo: Last Blood,26.519,/kTQ3J8oTTKofAVLYnds2cHUz9KO.jpg,False
6.2,Night at the Museum: Secret of the Tomb,2014-12-17,181533,en,Night at the Museum: Secret of the Tomb,26.291,/ipZlg4EVo4kj2TjiR0hfSYdEzbd.jpg,False
6.2,Days of Thunder,1990-06-27,2119,en,Days of Thunder,24.513,/2xfP227oLToQjBCUg3FI18pWh3G.jpg,False
6.1,Twilight,2008-11-20,8966,en,Twilight,28.391,/3Rr0cXFjJ7GVvtaQKmFSMXHG9yr.jpg,False
6.1,San Andreas,2015-05-27,254128,en,San Andreas,25.705,/2Gfjn962aaFSD6eST6QU3oLDZTo.jpg,False
6.1,The Expendables,2010-08-03,27578,en,The Expendables,26.807,/8tb3x0rYBGkgOTh1dCXPpmikp1V.jpg,False
6.1,Jack Ryan: Shadow Recruit,2014-01-15,137094,en,Jack Ryan: Shadow Recruit,26.548,/m7HcLUodrD4lM4s0Hui1tzO2pjO.jpg,False
6.1,The Wrong Missy,2020-05-13,582596,en,The Wrong Missy,92.566,/A2YlIrzypvhS3vTFMcDkG3xLvac.jpg,False
6.0,Ad Astra,2019-09-17,419704,en,Ad Astra,635.993,/xBHvZcjRiWyobQ9kxBhO6B2dtRI.jpg,False
6.0,Transformers: The Last Knight,2017-06-16,335988,en,Transformers: The Last Knight,23.576,/s5HQf2Gb3lIO2cRcFwNL9sn1o1o.jpg,False
6.0,Dark Phoenix,2019-06-05,320288,en,Dark Phoenix,43.881,/cCTJPelKGLhALq3r51A9uMonxKj.jpg,False
6.0,The Meg,2018-08-09,345940,en,The Meg,25.175,/xqECHNvzbDL5I3iiOVUkVPJMSbc.jpg,False
6.0,Ghost in the Shell,2017-03-29,315837,en,Ghost in the Shell,25.25,/myRzRzCxdfUWjkJWgpHHZ1oGkJd.jpg,False
6.0,Men in Black: International,2019-06-12,479455,en,Men in Black: International,25.501,/dPrUPFcgLfNbmDL8V69vcrTyEfb.jpg,False
6.0,Alien Resurrection,1997-11-12,8078,en,Alien Resurrection,28.987,/rKieU3TLipKPmC4yXmsiHBRLnMG.jpg,False
6.0,Death Wish,2018-03-02,395990,en,Death Wish,28.549,/g0eEEZAqMf98ULQnoiORuazjOpn.jpg,False
5.9,Pacific Rim: Uprising,2018-03-21,268896,en,Pacific Rim: Uprising,28.538,/v5HlmJK9bdeHxN2QhaFP1ivjX3U.jpg,False
5.9,Ice Age: Collision Course,2016-06-23,278154,en,Ice Age: Collision Course,23.603,/1VCRVaBObV3ZLDuuYQHCs87NBmi.jpg,False
5.9,Terminator Genisys,2015-06-23,87101,en,Terminator Genisys,38.764,/oZRVDpNtmHk8M1VYy1aeOWUXgbC.jpg,False
5.9,Lying and Stealing,2019-07-12,509874,en,Lying and Stealing,28.902,/1kghaV5pWdrv9MDusDlizYTPFAc.jpg,False
5.9,Teenage Mutant Ninja Turtles,2014-08-07,98566,en,Teenage Mutant Ninja Turtles,35.852,/c1E7q1SqNQjWEFdjaNfcdQhM5ou.jpg,False
5.9,Alien: Covenant,2017-05-09,126889,en,Alien: Covenant,33.019,/zecMELPbU5YMQpC81Z8ImaaXuf9.jpg,False
5.8,Love Wedding Repeat,2020-04-10,624808,en,Love Wedding Repeat,38.278,/zn7feouGPU8sELez4qvpp0EtgeQ.jpg,False
5.8,Vivarium,2019-07-12,458305,en,Vivarium,35.441,/myf3qzpeN0JbuFRPwSpJcz7rmAT.jpg,False
5.8,The Turning,2020-01-23,492611,en,The Turning,24.709,/uiMHiHp9eAjJty8rddoUnL9G5fU.jpg,False
5.8,The Night Clerk,2020-02-19,526007,en,The Night Clerk,43.663,/hPWjid7yMatyIDHvku7lCMN7zSi.jpg,False
5.8,Batman v Superman: Dawn of Justice,2016-03-23,209112,en,Batman v Superman: Dawn of Justice,31.797,/5UsK3grJvtQrtzEgqNlDljJW96w.jpg,False
5.8,How to Build a Girl,2020-05-08,572299,en,How to Build a Girl,24.488,/zqD8bMeNIKJLp0SSkh9gmkusO4X.jpg,False
5.8,Clash of the Titans,2010-04-01,18823,en,Clash of the Titans,25.091,/nzaolaRSo8ZIGjxnX89PEnpROae.jpg,False
5.7,Battleship,2012-04-11,44833,en,Battleship,33.681,/9b0Im7SfedHiajTwzSL9zGyBI7M.jpg,False
5.7,Proximity,2020-05-15,693158,en,Proximity,26.275,/yYio7FY9fDsH2DF9utAbK0J94Lc.jpg,False
5.7,The Grudge,2020-01-02,465086,en,The Grudge,26.072,/vN7JHlHOT9rHNDU27tfYqhABBj5.jpg,False
5.6,The Rhythm Section,2020-01-31,466622,en,The Rhythm Section,25.78,/spTr0VYyRtl36Lkk6nCnnbFXhus.jpg,False
5.5,Cold Pursuit,2019-02-07,438650,en,Cold Pursuit,27.039,/hXgmWPd1SuujRZ4QnKLzrj79PAw.jpg,False
5.5,Wild Card,2015-01-14,265208,en,Wild Card,32.318,/zN80Tlly8oMpKbVJv2TfRIj8dHG.jpg,False
5.4,Capone,2020-05-12,429422,en,Capone,52.219,/75gDv38UgRtAukSxNXcjatyQmEa.jpg,False
5.2,Jocks,1986-11-14,67693,en,Jocks,41.787,/tgjpxqrugdbnADyKGvo65kySaBL.jpg,False
5.1,Independence Day: Resurgence,2016-06-22,47933,en,Independence Day: Resurgence,25.76,/jzpvh0Ic7jL9GX4NLE1Tx2GUCrN.jpg,False
4.8,Broil,2020-05-20,669770,en,Broil,25.164,/fcNbQWAb9DVsL9U9dX4TYi3Ci9L.jpg,False
4.6,Blood and Money,2020-05-15,691812,en,Allagash,36.163,/st4n0FALlo0twLkSqxAvU15SKvU.jpg,False
4.4,Cats,2019-12-19,536869,en,Cats,30.468,/aCNch5FmzT2WaUcY44925owIZXY.jpg,False
0.0,Kajillionaire,2020-06-19,541305,en,Kajillionaire,29.048,/vzIhsSq3WGtNcTIBUkQL2SflTaF.jpg,False
0.0,Anita,2020-12-31,323144,en,Anita,23.738,,False
0.0,Tenet,2020-07-15,577922,en,Tenet,32.584,/k68nPLbIST6NP96JmTxmZijEvCA.jpg,False
0.0,Superintelligence,2020-12-31,521007,en,Superintelligence,25.867,,False
